Datetime,Short.,Long.,close,Buy,Sell
2022-05-18 13:50:00+05:30,16305.35213955966,16267.59805575284,16303.2001953125,False,False
2022-05-18 13:55:00+05:30,16307.983931107954,16264.966264204546,16329.900390625,True,False
2022-05-18 14:00:00+05:30,16307.738503196022,16265.211692116478,16312.5,True,False
2022-05-18 14:05:00+05:30,16310.79989346591,16262.15030184659,16264.4501953125,False,False
2022-05-18 14:10:00+05:30,16308.399946732954,16264.550248579546,16262.900390625,False,True
2022-05-18 14:15:00+05:30,16309.579545454546,16263.370649857954,16254.099609375,False,True
2022-05-18 14:20:00+05:30,16308.686390269886,16264.263805042614,16259.900390625,False,True
2022-05-18 14:25:00+05:30,16306.545587713068,16266.404607599432,16273.5,False,False
2022-05-18 14:30:00+05:30,16305.202325994318,16267.747869318182,16256.099609375,False,True
2022-05-18 14:35:00+05:30,16314.516379616478,16267.584206321022,16270.900390625,False,False
2022-05-18 14:40:00+05:30,16312.593572443182,16269.507013494318,16270.2998046875,False,False
2022-05-18 14:45:00+05:30,16319.180042613636,16262.920543323864,16237.400390625,False,True
2022-05-18 14:50:00+05:30,16320.148171164772,16261.952414772728,16265.0,False,False
2022-05-18 14:55:00+05:30,16318.76416015625,16263.33642578125,16268.2001953125,False,False
2022-05-18 15:00:00+05:30,16320.565784801136,16260.984019886364,16240.25,False,True
2022-05-18 15:05:00+05:30,16322.379527698864,16259.170276988636,16245.349609375,False,True
2022-05-18 15:10:00+05:30,16320.586292613636,16260.963512073864,16236.25,False,True
2022-05-18 15:15:00+05:30,16316.665838068182,16264.883966619318,16241.25,False,True
2022-05-18 15:20:00+05:30,16309.47958096591,16272.07022372159,16245.150390625,False,True
2022-05-18 15:25:00+05:30,16308.566051136364,16272.983753551136,16256.4501953125,False,True
2022-05-19 09:15:00+05:30,16040.36385830966,16223.58536044034,15923.900390625,False,True
2022-05-19 09:20:00+05:30,16032.766379616478,16207.733620383522,15935.7998046875,False,True
2022-05-19 09:25:00+05:30,16032.52774325284,16207.97225674716,15943.5498046875,False,True
2022-05-19 09:30:00+05:30,16031.484641335228,16205.215553977272,15942.5498046875,False,True
2022-05-19 09:35:00+05:30,16031.395951704546,16191.653852982954,15950.75,False,True
2022-05-19 09:40:00+05:30,16028.873224431818,16172.326970880682,15919.400390625,False,True
2022-05-19 09:45:00+05:30,16028.13680752841,16172.31338778409,15920.4501953125,False,True
2022-05-19 09:50:00+05:30,16025.279962713068,16175.170232599432,15932.2001953125,False,True
2022-05-19 09:55:00+05:30,16023.384588068182,16177.065607244318,15948.7001953125,False,True
2022-05-19 10:00:00+05:30,16021.659534801136,16178.790660511364,15940.900390625,False,True
2022-05-19 10:05:00+05:30,16022.586780894886,16177.863414417614,15952.25,False,True
2022-05-19 10:10:00+05:30,16021.250310724432,16179.199884588068,15952.25,False,True
2022-05-19 10:15:00+05:30,16022.457208806818,16177.992986505682,15954.900390625,False,True
2022-05-19 10:20:00+05:30,16015.74795809659,16161.75204190341,15949.2998046875,False,True
2022-05-19 10:25:00+05:30,16013.49129971591,16164.00870028409,15940.4501953125,False,True
2022-05-19 10:30:00+05:30,16013.750310724432,16159.949884588068,15945.4501953125,False,True
2022-05-19 10:35:00+05:30,16009.345658735796,16152.404341264204,15948.400390625,False,True
2022-05-19 10:40:00+05:30,16008.759321732954,16152.990678267046,15934.650390625,False,True
2022-05-19 10:45:00+05:30,16009.400257457386,16152.349742542614,15937.2998046875,False,True
2022-05-19 10:50:00+05:30,16008.9638671875,16152.7861328125,15940.400390625,False,True
2022-05-19 10:55:00+05:30,16008.806995738636,16152.943004261364,15946.599609375,False,True
2022-05-19 11:00:00+05:30,16009.35245028409,15879.39754971591,15937.150390625,False,False
2022-05-19 11:05:00+05:30,15965.825150923296,15906.274458451704,15920.599609375,False,False
2022-05-19 11:10:00+05:30,15963.17977627841,15908.91983309659,15927.5498046875,False,False
2022-05-19 11:15:00+05:30,15961.72500887784,15909.42440518466,15904.349609375,False,True
2022-05-19 11:20:00+05:30,15944.036399147728,15908.613014914772,15889.400390625,False,True
2022-05-19 11:25:00+05:30,15936.536931818182,15909.213068181818,15885.599609375,False,True
2022-05-19 11:30:00+05:30,15925.113591974432,15910.535822088068,15878.900390625,False,True
2022-05-19 11:35:00+05:30,15924.320578835228,15911.279030539772,15882.650390625,False,True
2022-05-19 11:40:00+05:30,15924.511541193182,15911.088068181818,15886.849609375,False,True
2022-05-19 11:45:00+05:30,15923.12753018466,15912.47207919034,15884.4501953125,False,True
2022-05-19 11:50:00+05:30,15923.284401633522,15912.315207741478,15870.0498046875,False,True
2022-05-19 11:55:00+05:30,15920.57763671875,15907.92236328125,15874.900390625,False,True
2022-05-19 12:00:00+05:30,15921.477583451704,15907.022416548296,15881.7001953125,False,True
2022-05-19 12:05:00+05:30,15920.14111328125,15907.95849609375,15875.25,False,True
2022-05-19 12:10:00+05:30,15912.720880681818,15902.578924005682,15861.099609375,False,True
2022-05-19 12:15:00+05:30,15911.181995738636,15902.667613636364,15869.650390625,False,True
2022-05-19 12:20:00+05:30,15910.793412642046,15903.056196732954,15866.4501953125,False,True
2022-05-19 12:25:00+05:30,15910.732555042614,15899.967640269886,15870.599609375,False,True
2022-05-19 12:30:00+05:30,15906.095969460228,15900.404030539772,15855.5498046875,False,True
2022-05-19 12:35:00+05:30,15904.718084161932,15901.181329900568,15862.0,False,True
2022-05-19 12:40:00+05:30,15899.791370738636,15899.708629261364,15845.7998046875,False,True
2022-05-19 12:45:00+05:30,15895.89364346591,15899.60635653409,15840.7001953125,False,True
2022-05-19 12:50:00+05:30,15891.04092684659,15883.45907315341,15842.599609375,False,True
2022-05-19 12:55:00+05:30,15889.933860085228,15879.115944602272,15837.9501953125,False,True
2022-05-19 13:00:00+05:30,15884.274857954546,15875.225142045454,15838.650390625,False,True
2022-05-19 13:05:00+05:30,15865.877219460228,15863.023171164772,15812.7998046875,False,True
2022-05-19 13:10:00+05:30,15862.53426846591,15847.96573153409,15824.599609375,False,True
2022-05-19 13:15:00+05:30,15863.3388671875,15847.1611328125,15840.75,False,True
2022-05-19 13:20:00+05:30,15861.306995738636,15844.093394886364,15831.349609375,False,True
2022-05-19 13:25:00+05:30,15863.427556818182,15841.972833806818,15855.4501953125,False,False
2022-05-19 13:30:00+05:30,15864.750177556818,15837.550603693182,15835.4501953125,False,True
2022-05-19 13:35:00+05:30,15865.800071022728,15835.449928977272,15836.4501953125,False,False
2022-05-19 13:40:00+05:30,15865.909135298296,15835.340864701704,15849.150390625,False,False
2022-05-19 13:45:00+05:30,15866.80908203125,15834.44091796875,15842.5498046875,False,False
2022-05-19 13:50:00+05:30,15866.338600852272,15833.111594460228,15851.9501953125,False,False
2022-05-19 13:55:00+05:30,15867.041060014204,15832.409135298296,15847.599609375,False,False
2022-05-19 14:00:00+05:30,15865.738813920454,15833.711381392046,15848.2001953125,False,False
2022-05-19 14:05:00+05:30,15866.48202237216,15832.96817294034,15833.900390625,False,False
2022-05-19 14:10:00+05:30,15867.947931463068,15831.502263849432,15815.849609375,False,True
2022-05-19 14:15:00+05:30,15863.83642578125,15817.51416015625,15809.7001953125,False,True
2022-05-19 14:20:00+05:30,15862.04989346591,15809.29971590909,15831.2998046875,False,False
2022-05-19 14:25:00+05:30,15864.109064275568,15807.240545099432,15808.099609375,False,False
2022-05-19 14:30:00+05:30,15860.467817826704,15807.731400923296,15806.4501953125,False,True
2022-05-19 14:35:00+05:30,15860.570090553978,15807.629128196022,15810.5498046875,False,False
2022-05-19 14:40:00+05:30,15846.397727272728,15804.451882102272,15786.5,False,True
2022-05-19 14:45:00+05:30,15842.902299360796,15804.697310014204,15787.400390625,False,True
2022-05-19 14:50:00+05:30,15844.0,15803.599609375,15795.849609375,False,True
2022-05-19 14:55:00+05:30,15842.888716264204,15804.710893110796,15806.650390625,False,False
2022-05-19 15:00:00+05:30,15844.770640980114,15802.828968394886,15808.25,False,False
2022-05-19 15:05:00+05:30,15844.088822798296,15803.510786576704,15797.150390625,False,True
2022-05-19 15:10:00+05:30,15838.76162997159,15801.58797940341,15783.900390625,False,True
2022-05-19 15:15:00+05:30,15838.679731889204,15801.669877485796,15805.0498046875,False,False
2022-05-19 15:20:00+05:30,15839.375266335228,15796.574928977272,15836.9501953125,False,False
2022-05-19 15:25:00+05:30,15839.45703125,15796.4931640625,15828.4501953125,False,False
2022-05-20 09:15:00+05:30,15870.79336825284,15982.20663174716,16071.75,True,False
2022-05-20 09:20:00+05:30,15875.566095525568,16023.983709161932,16122.9501953125,True,False
2022-05-20 09:25:00+05:30,15877.90478515625,16033.39501953125,16112.2001953125,True,False
2022-05-20 09:30:00+05:30,15879.431951349432,16036.068048650568,16131.25,True,False
2022-05-20 09:35:00+05:30,15880.591042258522,16034.908957741478,16128.75,True,False
2022-05-20 09:40:00+05:30,15880.400079900568,16035.099920099432,16116.0498046875,True,False
2022-05-20 09:45:00+05:30,15882.063742897728,16044.636452414772,16150.0,True,False
2022-05-20 09:50:00+05:30,15883.29794034091,16057.90225497159,16161.599609375,True,False
2022-05-20 09:55:00+05:30,15883.018421519886,16070.931773792614,16167.400390625,True,False
2022-05-20 10:00:00+05:30,15881.218394886364,16072.731800426136,16155.650390625,True,False
2022-05-20 10:05:00+05:30,15881.06844815341,16072.88174715909,16160.099609375,True,False
2022-05-20 10:10:00+05:30,15880.448020241478,16073.502175071022,16160.5,True,False
2022-05-20 10:15:00+05:30,15879.909357244318,16074.690252130682,16155.4501953125,True,False
2022-05-20 10:20:00+05:30,15880.15478515625,16074.44482421875,16160.4501953125,True,False
2022-05-20 10:25:00+05:30,15878.361683238636,16076.237926136364,16160.400390625,True,False
2022-05-20 10:30:00+05:30,15877.263849431818,16077.335759943182,16164.5498046875,True,False
2022-05-20 10:35:00+05:30,15875.95467862216,16078.79532137784,16167.650390625,True,False
2022-05-20 10:40:00+05:30,15874.727405894886,16080.022594105114,16170.5498046875,True,False
2022-05-20 10:45:00+05:30,15879.867897727272,16081.481711647728,16163.650390625,True,False
2022-05-20 10:50:00+05:30,15898.315962357954,16084.434037642046,16167.7998046875,True,False
2022-05-20 10:55:00+05:30,15912.07040127841,16087.67959872159,16174.349609375,True,False
2022-05-20 11:00:00+05:30,16095.415571732954,16098.084428267046,16186.2998046875,True,False
2022-05-20 11:05:00+05:30,16130.649857954546,16136.350142045454,16193.25,True,False
2022-05-20 11:10:00+05:30,16154.8662109375,16141.0341796875,16179.75,True,False
2022-05-20 11:15:00+05:30,16163.377796519886,16143.972789417614,16173.900390625,True,False
2022-05-20 11:20:00+05:30,16162.16836825284,16146.03182705966,16182.0498046875,True,False
2022-05-20 11:25:00+05:30,16160.559303977272,16147.640891335228,16178.849609375,True,False
2022-05-20 11:30:00+05:30,16162.432173295454,16148.718217329546,16189.599609375,True,False
2022-05-20 11:35:00+05:30,16182.072443181818,16152.727361505682,16189.900390625,True,False
2022-05-20 11:40:00+05:30,16186.004572088068,16156.195623224432,16190.0498046875,True,False
2022-05-20 11:45:00+05:30,16186.181685014204,16170.368119673296,16194.150390625,True,False
2022-05-20 11:50:00+05:30,16185.547540838068,16171.002263849432,16189.650390625,True,False
2022-05-20 11:55:00+05:30,16186.29061612216,16170.25918856534,16172.099609375,False,False
2022-05-20 12:00:00+05:30,16187.6474609375,16168.90234375,16162.7998046875,False,True
2022-05-20 12:05:00+05:30,16176.97265625,16169.27734375,16138.2001953125,False,True
2022-05-20 12:10:00+05:30,16177.422629616478,16168.827370383522,16149.650390625,False,True
2022-05-20 12:15:00+05:30,16170.131303267046,16166.468306107954,16134.0,False,True
2022-05-20 12:20:00+05:30,16171.079057173296,16165.520552201704,16130.75,False,True
2022-05-20 12:25:00+05:30,16168.029252485796,16165.520552201704,16140.849609375,False,True
2022-05-20 12:30:00+05:30,16168.91073330966,16164.23868075284,16127.25,False,True
2022-05-20 12:35:00+05:30,16165.251642400568,16160.897771661932,16157.7001953125,False,True
2022-05-20 12:40:00+05:30,16166.492498224432,16159.656915838068,16175.5,True,False
2022-05-20 12:45:00+05:30,16166.67666903409,16159.47274502841,16177.25,True,False
2022-05-20 12:50:00+05:30,16166.935813210228,16159.213600852272,16164.25,False,False
2022-05-20 12:55:00+05:30,16168.06094637784,16158.08846768466,16175.150390625,True,False
2022-05-20 13:00:00+05:30,16167.63134765625,16158.51806640625,16182.5498046875,True,False
2022-05-20 13:05:00+05:30,16168.851828835228,16157.297585227272,16203.4501953125,True,False
2022-05-20 13:10:00+05:30,16169.833673650568,16162.265935724432,16206.900390625,True,False
2022-05-20 13:15:00+05:30,16171.04736328125,16161.05224609375,16211.650390625,True,False
2022-05-20 13:20:00+05:30,16171.988325639204,16168.661088423296,16222.7001953125,True,False
2022-05-20 13:25:00+05:30,16174.490678267046,16166.158735795454,16204.5498046875,True,False
2022-05-20 13:30:00+05:30,16176.311079545454,16164.338334517046,16196.349609375,True,False
2022-05-20 13:35:00+05:30,16175.28848544034,16165.36092862216,16199.349609375,True,False
2022-05-20 13:40:00+05:30,16176.863458806818,16163.785955255682,16195.099609375,True,False
2022-05-20 13:45:00+05:30,16176.549849076704,16164.099564985796,16210.650390625,True,False
2022-05-20 13:50:00+05:30,16176.917924360796,16163.731489701704,16201.7001953125,True,False
2022-05-20 13:55:00+05:30,16176.188432173296,16164.460981889204,16200.2998046875,True,False
2022-05-20 14:00:00+05:30,16177.136186079546,16163.513227982954,16191.75,True,False
2022-05-20 14:05:00+05:30,16176.2021484375,16164.447265625,16201.599609375,True,False
2022-05-20 14:10:00+05:30,16176.713512073864,16163.935901988636,16218.0,True,False
2022-05-20 14:15:00+05:30,16176.911265980114,16176.688343394886,16228.9501953125,True,False
2022-05-20 14:20:00+05:30,16178.063432173296,16175.536177201704,16202.900390625,True,False
2022-05-20 14:25:00+05:30,16214.742897727272,16178.106711647728,16188.2998046875,False,False
2022-05-20 14:30:00+05:30,16216.072443181818,16176.777166193182,16208.5498046875,False,False
2022-05-20 14:35:00+05:30,16216.33837890625,16176.51123046875,16207.4501953125,False,False
2022-05-20 14:40:00+05:30,16217.156427556818,16175.693181818182,16223.4501953125,True,False
2022-05-20 14:45:00+05:30,16230.375,16176.375,16220.650390625,False,False
2022-05-20 14:50:00+05:30,16243.140625,16176.708984375,16222.7998046875,False,False
2022-05-20 14:55:00+05:30,16245.04825106534,16187.35213955966,16248.4501953125,True,False
2022-05-20 15:00:00+05:30,16245.961780894886,16212.238414417614,16264.150390625,True,False
2022-05-20 15:05:00+05:30,16245.8798828125,16215.1708984375,16274.5,True,False
2022-05-20 15:10:00+05:30,16245.586780894886,16217.714000355114,16279.4501953125,True,False
2022-05-20 15:15:00+05:30,16246.04354580966,16217.30704012784,16263.75,True,False
2022-05-20 15:20:00+05:30,16244.7548828125,16218.595703125,16262.9501953125,True,False
2022-05-20 15:25:00+05:30,16245.225363991478,16220.825417258522,16278.7001953125,True,False
2022-05-23 09:15:00+05:30,16256.297984730114,16274.952015269886,16250.2998046875,False,True
2022-05-23 09:20:00+05:30,16264.302556818182,16266.947443181818,16279.4501953125,True,False
2022-05-23 09:25:00+05:30,16267.861594460228,16263.388405539772,16274.75,True,False
2022-05-23 09:30:00+05:30,16271.8046875,16259.4951171875,16227.4501953125,False,True
2022-05-23 09:35:00+05:30,16273.652388139204,16257.647416548296,16237.900390625,False,True
2022-05-23 09:40:00+05:30,16277.265891335228,16254.033913352272,16273.0498046875,False,False
2022-05-23 09:45:00+05:30,16278.779607599432,16252.520197088068,16303.7998046875,True,False
2022-05-23 09:50:00+05:30,16280.600142045454,16250.699662642046,16322.150390625,True,False
2022-05-23 09:55:00+05:30,16280.170543323864,16251.129261363636,16311.5,True,False
2022-05-23 10:00:00+05:30,16281.527610085228,16250.222389914772,16316.75,True,False
2022-05-23 10:05:00+05:30,16290.97705078125,16252.17236328125,16317.900390625,True,False
2022-05-23 10:10:00+05:30,16298.027610085228,16250.222389914772,16334.2001953125,True,False
2022-05-23 10:15:00+05:30,16304.997780539772,16250.351828835228,16317.5498046875,True,False
2022-05-23 10:20:00+05:30,16305.05224609375,16250.29736328125,16304.7001953125,False,False
2022-05-23 10:25:00+05:30,16307.363503196022,16247.986106178978,16330.900390625,True,False
2022-05-23 10:30:00+05:30,16305.890669389204,16249.458939985796,16328.75,True,False
2022-05-23 10:35:00+05:30,16304.492942116478,16250.856667258522,16328.099609375,True,False
2022-05-23 10:40:00+05:30,16304.356578480114,16250.993030894886,16331.0498046875,True,False
2022-05-23 10:45:00+05:30,16304.349653764204,16250.999955610796,16337.4501953125,True,False
2022-05-23 10:50:00+05:30,16302.53604403409,16253.46395596591,16340.9501953125,True,False
2022-05-23 10:55:00+05:30,16303.28604403409,16261.76376065341,16344.5498046875,True,False
2022-05-23 11:00:00+05:30,16302.67227450284,16262.37753018466,16340.900390625,True,False
2022-05-23 11:05:00+05:30,16290.045188210228,16275.004616477272,16340.25,True,False
2022-05-23 11:10:00+05:30,16282.408824573864,16282.640980113636,16337.7001953125,True,False
2022-05-23 11:15:00+05:30,16278.679332386364,16286.370472301136,16356.9501953125,True,False
2022-05-23 11:20:00+05:30,16273.865589488636,16301.334605823864,16367.4501953125,True,False
2022-05-23 11:25:00+05:30,16296.922629616478,16315.277565696022,16371.0,True,False
2022-05-23 11:30:00+05:30,16331.822487571022,16320.177512428978,16374.5498046875,True,False
2022-05-23 11:35:00+05:30,16345.181329900568,16323.368474786932,16373.25,True,False
2022-05-23 11:40:00+05:30,16350.72452059659,16327.62508877841,16365.75,True,False
2022-05-23 11:45:00+05:30,16349.742808948864,16328.606800426136,16367.5498046875,True,False
2022-05-23 11:50:00+05:30,16354.013006036932,16331.436212713068,16370.7998046875,True,False
2022-05-23 11:55:00+05:30,16353.39950284091,16332.04971590909,16365.599609375,True,False
2022-05-23 12:00:00+05:30,16351.708673650568,16333.740545099432,16376.25,True,False
2022-05-23 12:05:00+05:30,16350.004128196022,16335.445090553978,16371.9501953125,True,False
2022-05-23 12:10:00+05:30,16351.073064630682,16334.926935369318,16377.599609375,True,False
2022-05-23 12:15:00+05:30,16365.329634232954,16340.069779829546,16374.7998046875,True,False
2022-05-23 12:20:00+05:30,16366.807262073864,16347.393909801136,16391.19921875,True,False
2022-05-23 12:25:00+05:30,16367.256791548296,16348.293989701704,16385.30078125,True,False
2022-05-23 12:30:00+05:30,16368.354359019886,16347.196422230114,16372.2001953125,True,False
2022-05-23 12:35:00+05:30,16380.55624112216,16344.84414950284,16372.75,False,False
2022-05-23 12:40:00+05:30,16382.731134588068,16342.669256036932,16354.400390625,False,False
2022-05-23 12:45:00+05:30,16382.81982421875,16342.58056640625,16357.599609375,False,False
2022-05-23 12:50:00+05:30,16382.328968394886,16343.071422230114,16359.099609375,False,False
2022-05-23 12:55:00+05:30,16386.653941761364,16342.246448863636,16358.150390625,False,False
2022-05-23 13:00:00+05:30,16387.795632102272,16341.905539772728,16364.849609375,False,False
2022-05-23 13:05:00+05:30,16388.5927734375,16343.5078125,16366.9501953125,False,False
2022-05-23 13:10:00+05:30,16389.335981889206,16342.764604048296,16352.0498046875,False,False
2022-05-23 13:15:00+05:30,16388.647372159092,16343.45321377841,16354.5,False,False
2022-05-23 13:20:00+05:30,16388.292746803978,16343.807839133522,16358.7998046875,False,False
2022-05-23 13:25:00+05:30,16391.115367542614,16340.985218394886,16382.7001953125,False,False
2022-05-23 13:30:00+05:30,16392.25408380682,16358.045720880682,16395.69921875,True,False
2022-05-23 13:35:00+05:30,16392.499378551136,16357.800426136364,16400.650390625,True,False
2022-05-23 13:40:00+05:30,16397.367453835228,16355.781960227272,16372.2998046875,False,False
2022-05-23 13:45:00+05:30,16400.094593394886,16353.054820667614,16371.0,False,False
2022-05-23 13:50:00+05:30,16399.596812855114,16353.552601207386,16371.099609375,False,False
2022-05-23 13:55:00+05:30,16399.992409446022,16349.107199928978,16336.0498046875,False,True
2022-05-23 14:00:00+05:30,16357.53329190341,16345.31631747159,16288.5,False,True
2022-05-23 14:05:00+05:30,16326.039905894886,16342.159312855114,16280.099609375,False,True
2022-05-23 14:10:00+05:30,16328.235174005682,16339.964044744318,16268.5,False,True
2022-05-23 14:15:00+05:30,16330.587579900568,16337.611638849432,16274.0498046875,False,True
2022-05-23 14:20:00+05:30,16330.335493607954,16337.863725142046,16267.5,False,True
2022-05-23 14:25:00+05:30,16328.085493607954,16340.113725142046,16268.75,False,True
2022-05-23 14:30:00+05:30,16309.04696377841,16339.15225497159,16240.0,False,True
2022-05-23 14:35:00+05:30,16309.428755326704,16338.770463423296,16245.849609375,False,True
2022-05-23 14:40:00+05:30,16311.058327414772,16337.140891335228,16249.4501953125,False,True
2022-05-23 14:45:00+05:30,16312.503728693182,16335.695490056818,16257.099609375,False,True
2022-05-23 14:50:00+05:30,16311.460626775568,16336.738591974432,16261.349609375,False,True
2022-05-23 14:55:00+05:30,16313.724343039772,16334.474875710228,16260.0498046875,False,True
2022-05-23 15:00:00+05:30,16293.986461292614,16329.013538707386,16213.099609375,False,True
2022-05-23 15:05:00+05:30,16287.270330255682,16327.029474431818,16223.25,False,True
2022-05-23 15:10:00+05:30,16288.415838068182,16325.883966619318,16210.400390625,False,True
2022-05-23 15:15:00+05:30,16285.72958096591,16328.57022372159,16211.25,False,True
2022-05-23 15:20:00+05:30,16284.127308238636,16330.172496448864,16204.150390625,False,True
2022-05-23 15:25:00+05:30,16271.586558948864,16330.213245738636,16191.650390625,False,True
2022-05-24 09:15:00+05:30,16273.550115411932,16298.400079900568,16234.150390625,False,True
2022-05-24 09:20:00+05:30,16274.102494673296,16290.047895951704,16253.099609375,False,True
2022-05-24 09:25:00+05:30,16281.640935724432,16282.309259588068,16188.900390625,False,True
2022-05-24 09:30:00+05:30,16251.790571732954,16239.509232954546,16207.9501953125,False,True
2022-05-24 09:35:00+05:30,16249.738325639204,16210.210893110796,16179.9501953125,False,True
2022-05-24 09:40:00+05:30,16246.970037286932,16212.979181463068,16166.4501953125,False,True
2022-05-24 09:45:00+05:30,16244.54971590909,16199.00008877841,16170.7001953125,False,True
2022-05-24 09:50:00+05:30,16243.124689275568,16200.425115411932,16177.0498046875,False,True
2022-05-24 09:55:00+05:30,16233.845392400568,16186.354802911932,16142.5498046875,False,True
2022-05-24 10:00:00+05:30,16225.718394886364,16185.931995738636,16134.349609375,False,True
2022-05-24 10:05:00+05:30,16223.638849431818,16188.011541193182,16143.75,False,True
2022-05-24 10:10:00+05:30,16222.868341619318,16188.782049005682,16148.7001953125,False,True
2022-05-24 10:15:00+05:30,16209.541015625,16188.359375,16120.7001953125,False,True
2022-05-24 10:20:00+05:30,16206.76797762784,16188.48202237216,16129.75,False,True
2022-05-24 10:25:00+05:30,16208.724742542614,16186.525257457386,16152.400390625,False,True
2022-05-24 10:30:00+05:30,16207.354181463068,16178.945623224432,16161.5,False,True
2022-05-24 10:35:00+05:30,16202.833806818182,16176.465997869318,16172.25,False,True
2022-05-24 10:40:00+05:30,16202.75204190341,16176.54776278409,16157.9501953125,False,True
2022-05-24 10:45:00+05:30,16202.649769176136,16176.650035511364,16168.7001953125,False,True
2022-05-24 10:50:00+05:30,16204.09530362216,16175.20450106534,16167.0,False,True
2022-05-24 10:55:00+05:30,16203.59765625,16175.7021484375,16162.7998046875,False,True
2022-05-24 11:00:00+05:30,16203.393110795454,16175.906693892046,16161.0,False,True
2022-05-24 11:05:00+05:30,16197.086292613636,16182.213512073864,16168.4501953125,False,True
2022-05-24 11:10:00+05:30,16195.122602982954,16178.227006392046,16153.599609375,False,True
